tmdb_id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
1368337,The Odyssey,2026-07-15,728.3957,7.983,2967,"[12, 28, 14]","Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.",2026-08-20T06:46:13.951361,AyIZ9tiiN8I,Official Countdown Trailer,Trailer,https://www.youtube.com/watch?v=AyIZ9tiiN8I
1375646,Colony,2026-05-21,292.2132,8.101,547,"[28, 27, 878]","Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.",2026-08-20T06:46:13.951372,LW6dpj1uCK8,International Trailer,Trailer,https://www.youtube.com/watch?v=LW6dpj1uCK8
1339713,Obsession,2026-05-13,232.9651,8.226,4842,"[27, 53]","After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",2026-08-20T06:46:13.951377,gMC8kkwbIQQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=gMC8kkwbIQQ
1101383,The End of Oak Street,2026-08-12,202.1509,6.504,253,"[878, 9648, 53]","After a mysterious cosmic event rips Oak Street from suburbia and transports their neighborhood to someplace unknown, the Platt family soon discovers that their very survival depends on them sticking together as they navigate their now unrecognizable surroundings.",2026-08-20T06:46:13.951380,3oB9AxspVow,Official Trailer,Trailer,https://www.youtube.com/watch?v=3oB9AxspVow
1284465,The Death of Robin Hood,2026-06-18,204.5826,6.276,228,"[12, 18, 28]","Grappling with his past after a life of crime and murder, Robin Hood finds himself gravely injured after a battle he thought would be his last. In the hands of a mysterious woman, he is offered a chance at salvation.",2026-08-20T06:46:13.951384,tlSDDuWxO_0,Official Trailer,Trailer,https://www.youtube.com/watch?v=tlSDDuWxO_0
1083381,Backrooms,2026-05-27,131.004,7.095,2853,"[27, 9648, 878]",A strange doorway appears in the basement of a furniture showroom.,2026-08-20T06:46:13.951388,0HjdiohVOik,Official Trailer,Trailer,https://www.youtube.com/watch?v=0HjdiohVOik
1594914,Lucky Strike,2026-06-26,103.2092,7.3,30,"[28, 10752]","A wounded American soldier fights to survive behind enemy lines during WWII's Battle of the Bulge against the Germans, relying on his instinct, spy craft and a hand-radio to evade capture and find his way back to his unit.",2026-08-20T06:46:13.951392,vtEnjikCXyA,Official Trailer,Trailer,https://www.youtube.com/watch?v=vtEnjikCXyA
950028,The Invite,2026-06-25,91.2691,7.371,275,"[35, 18, 10749]","Joe and Angela's marriage is on thin ice. When they invite their enigmatic upstairs neighbors for a dinner party, the night spirals into unexpected places. Have they reignited the spark or lit the match that burns it all down?",2026-08-20T06:46:13.951398,nelkiuezJxg,Official Trailer 2,Trailer,https://www.youtube.com/watch?v=nelkiuezJxg
1564614,Leviticus,2026-06-17,87.491,6.777,383,"[27, 10749]",Two teenage boys must escape a violent entity that takes the form of the person they desire most:  each other.,2026-08-20T06:46:13.951402,WXuK0vlFxII,Official Trailer,Trailer,https://www.youtube.com/watch?v=WXuK0vlFxII
278,The Shawshank Redemption,1994-09-23,87.6812,8.728,31085,"[18, 80]","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",2026-08-20T06:46:13.951406,PLl99DlL6b4,Official Trailer,Trailer,https://www.youtube.com/watch?v=PLl99DlL6b4
936075,Michael,2026-04-22,78.3949,8.674,4081,"[10402, 18]","The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.",2026-08-20T06:46:13.951409,mbtgEE6rkxw,Official Trailer,Trailer,https://www.youtube.com/watch?v=mbtgEE6rkxw
1127384,Deep Water,2026-04-30,68.7426,7.135,405,"[27, 53]",A group of international passengers on a flight from Los Angeles to Shanghai is forced to make an emergency landing in shark-infested waters. The terrified group is forced to work together and overcome their differences if they hope to escape their sinking plane and the frenzy of sharks drawn to the wreckage.,2026-08-20T06:46:13.951413,f0ptq0Lzdh8,Official Trailer,Trailer,https://www.youtube.com/watch?v=f0ptq0Lzdh8
1290821,Shelter,2026-01-28,55.3851,7.781,1719,"[28, 80, 53]","A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",2026-08-20T06:46:13.951416,auHiLFjaIc0,Shelter | Official Trailer | Only In Theaters January 30,Trailer,https://www.youtube.com/watch?v=auHiLFjaIc0
671,Harry Potter and the Philosopher's Stone,2001-11-16,44.1782,7.902,30040,"[12, 14]","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",2026-08-20T06:46:13.951419,l91Km49W9qI,Official Trailer,Trailer,https://www.youtube.com/watch?v=l91Km49W9qI
1308767,Young Washington,2026-07-02,36.1376,7.785,86,"[36, 10752, 18]","Before he led a nation, George Washington was a young soldier thrown into a global conflict. With alliances crumbling and war closing in, he must choose who to trust and confront the leader he's becoming.",2026-08-20T06:46:13.951423,LJek-kc384w,Official Trailer,Trailer,https://www.youtube.com/watch?v=LJek-kc384w
1413976,Citizen Vigilante,2026-06-19,42.7451,6.343,328,"[53, 28, 80]","A man takes justice into his own hands, hunting down criminals. His vigilante crusade makes him a social media star but puts him at odds with the local police chief.",2026-08-20T06:46:13.951426,0ww8snVKe0A,Official Trailer,Trailer,https://www.youtube.com/watch?v=0ww8snVKe0A
1516698,The Last Sunrise,2026-08-26,35.604,0.0,0,"[10749, 18]","Ry, a college student with a chronic illness escapes to Mallorca for the summer with her mother, where she unexpectedly falls for a local and begins to embrace living in the moment. But as her condition worsens and long-hidden family secrets come to light, everything she has found before summer's end is threatened.",2026-08-20T06:46:13.951429,NhI2UpkFAFw,Official Trailer,Trailer,https://www.youtube.com/watch?v=NhI2UpkFAFw
1325734,The Drama,2026-04-01,36.8144,6.913,1596,"[10749, 35, 18]",A happily engaged couple is put to the test when an unexpected turn sends their wedding week off the rails.,2026-08-20T06:46:13.951432,6zmKcUa4Xxk,Official Trailer,Trailer,https://www.youtube.com/watch?v=6zmKcUa4Xxk
672,Harry Potter and the Chamber of Secrets,2002-11-13,34.7417,7.707,23929,"[12, 14]","Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",2026-08-20T06:46:13.951436,nE11U5iBnH0,Official Trailer,Trailer,https://www.youtube.com/watch?v=nE11U5iBnH0
1122573,In the Grey,2026-05-13,36.4656,7.579,734,"[28, 53]","A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.",2026-08-20T06:46:13.951439,nufP15iN4GE,Official Trailer,Trailer,https://www.youtube.com/watch?v=nufP15iN4GE
674,Harry Potter and the Goblet of Fire,2005-11-16,34.3894,7.801,22513,"[12, 14]","When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools. Signs of Voldemort's return emerge as Harry's friends help him prepare for the Triwizard Tournament.",2026-08-20T06:46:14.256228,4xkFJgcCQRE,UK Trailer,Trailer,https://www.youtube.com/watch?v=4xkFJgcCQRE
